curator_PersonName,curator_organization,curator_email,modification_date,addit_contact_person,addit_contact_email,project_id,dataset_id,data_class,header_row,time_series,gradient_study,experiments,meta_tbl,key_modified,merge_align,align_1,key_version,network,homog_date,L1,L1_level,L2,L2_level,L3,L3_level,IGSN,layer_top,layer_bot,oc_ex,oc_ex_method
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006D,70,80,0.141834862,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006G,100,110,0.060729483,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008H,80,90,0.110753247,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0072,35,40,0.174285714,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007C,120,130,0.097142857,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007B,110,120,0.115860215,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007G,150,160,0.026632124,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007K,190,200,0.02486631,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007A,100,110,0.123832021,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM006Z,10,20,0.260410557,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008F,60,70,0.064364641,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007O,30,40,0.178045977,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007X,105,110,0.065972603,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007I,170,180,0.042857143,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM006Y,0,10,0.336723549,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007M,10,20,0.270179211,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0071,30,35,0.180053191,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007L,0,10,0.221287879,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0081,140,145,0.022252747,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0082,145,150,0.00879397,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007W,100,105,0.09026738,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0086,170,180,0.0112,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007P,40,50,0.173795014,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0080,130,140,0.019116719,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007N,20,30,0.204720497,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007Z,120,130,0.034796748,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005M,0,10,0.262647059,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0073,40,50,0.158167939,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0077,80,90,0.084824121,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0076,70,80,0.125601966,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007V,90,100,0.132140921,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0083,150,160,0.013004695,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0082,145,150,0.002723005,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM0065,190,200,0.019326599,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005X,110,120,0.052147651,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,T,landscape position,IECZM006W,60,70,0.066833856,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,T,landscape position,IECZM006X,70,80,0.063271605,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006J,130,140,0.06190184,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006O,180,190,0.141846154,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006M,160,170,0.015,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006K,140,150,0.069820359,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM0069,30,40,0.141928375,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005U,80,90,0.057003058,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,T,landscape position,IECZM006U,40,50,0.135305466,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005P,30,40,0.165135952,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005T,70,80,0.095031056,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM0067,10,20,0.537442623,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006H,110,120,0.076444444,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006P,190,200,0.052937685,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005S,60,70,0.085308642,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006L,150,160,0.035263158,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM0066,0,10,0.521972789,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,T,landscape position,IECZM006V,50,60,0.100248447,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM005O,20,30,0.207876923,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006B,50,60,0.148184615,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM0068,20,30,0.31571885,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM0060,140,150,0.043949843,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,R,landscape position,IECZM006E,80,90,0.120365854,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM0064,180,190,0.025471698,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0075,60,70,0.098712871,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,M,landscape position,IECZM0063,170,180,0.02224924,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,EV,site,T,landscape position,IECZM006Q,0,10,0.265900383,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007H,160,170,0.021784777,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0088,190,200,0.016639566,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007S,70,75,0.172956989,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0078,90,93,0.109285714,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0074,50,60,0.170626566,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008G,70,80,0.134901961,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0087,180,190,0.020714286,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007Y,110,120,0.062096774,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007E,140,145,0.053385827,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM0079,93,100,0.129207161,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,M,landscape position,IECZM007D,130,140,0.082263158,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM0085,165,170,0.03046729,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007U,80,90,0.128346883,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008J,100,110,0.101473684,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007R,60,70,0.202532982,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008I,90,100,0.147159763,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM0089,0,10,0.3568,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008B,20,30,0.1379941,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,T,landscape position,IECZM008L,120,124,0.145224719,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,LUQ,location,IC,site,R,landscape position,IECZM007T,75,80,0.144686649,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,R8,location,H,site,M,landscape position,IECZM003Q,20,24,0.184456522,hot water
Derek Pierson,CZN Geomicrobiology,derek.pierson@usda.gov,12/30/2022,Micah Unruh,micah.unruh@ku.edu,CZN_GeoMicro,EOC,analyte,1,YES,YES,NO,NO,YES,NO,IGSN,V3,CZN,1/3/2023 13:34,R8,location,P,site,M,landscape position,IECZM004R,10,20,0.212465116,hot water
