"curator_PersonName","curator_organization","curator_email","modification_date","addit_contact_email","bibliographical_reference","project_id","dataset_id","data_class","time_series","gradient_study","experiments","meta_tbl","key_modified","merge_align","align_1","loc_comments","key_version","network","homog_date","L1","L1_level","L2","L2_level","L3","L3_level","IGSN","observation_date","layer_top","layer_bot","soil_moisture","enz_ag_wtd","enz_bg_wtd","enz_cb_wtd","enz_bx_wtd","enz_nag_wtd","enz_ap_wtd","enz_lap_wtd","enz_c_lnTrans","enz_n_lnTrans","enz_p_lnTrans"
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002F","10/19/2021",50,55,2.6,"1.9",5.46,0.12,1.05,17.48,15.91,0.79,2.567265,3.023673,2.766828
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002G","10/19/2021",55,60,2.4,"1.6",8.29,0.58,1.59,17.92,21.74,0.01,2.824914,3.007524,3.079061
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002H","10/19/2021",60,70,3.3,"2.58",6.72,1.56,3.21,17.8,32.38,0.71,2.88376,3.035354,3.477418
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002I","10/19/2021",70,80,2.7,"2.81",6.57,1.38,2.04,18.82,29.35,1.36,2.797001,3.112546,3.379396
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002J","10/19/2021",80,90,2.6,"2.98",4.48,1.05,1.82,17.32,13.44,1.82,2.621547,3.065477,2.598214
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002K","10/19/2021",90,95,2.6,"2.01",2.77,1.01,1.63,18.04,10.16,0.7,2.468614,3.046349,2.318714
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"CA","location","SD","site","T","landscape position","IECZM002L","10/19/2021",95,100,2.8,"2.04",8.64,1.85,2.84,18.1,39.01,2.01,2.982312,3.109318,3.6638
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005M","1/12/2022",0,10,78.2,"9.26",22.91,8.82,16.4,36.03,242.21,11.72,3.998699,3.913015,5.489794
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005N","1/12/2022",10,20,65.6,"NA",19.52,10.82,13.54,37.63,251.97,9.72,3.917746,3.904967,5.529307
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005O","1/12/2022",20,30,58.8,"7.01",3.87,-0.34,2.86,8.96,169.45,0.7,2.549277,2.481159,5.132554
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005P","1/12/2022",30,40,55.2,"NA",6.42,8.77,2.99,19.69,99.65,1.57,3.20196,3.159337,4.601615
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005Q","1/12/2022",40,50,53.7,"NA",6.02,5.64,2.15,20.3,86.51,0.18,3.00576,3.125881,4.460224
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005R","1/12/2022",50,60,53,"NA",7.33,7.21,3.16,22.16,97.44,0.9,3.182279,3.233188,4.579243
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005S","1/12/2022",60,70,53.9,"NA",7.91,7.22,8.53,22.4,85.47,0.17,3.403224,3.213799,4.448221
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005T","1/12/2022",70,80,51.5,"NA",7.44,7.79,4.1,19.71,67.45,-0.26,3.247575,3.079882,4.211385
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005U","1/12/2022",80,90,56.7,"7.24",1.32,0.26,1.53,7.93,42.63,0.75,2.253038,2.395912,3.752634
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005V","1/12/2022",90,100,52.8,"NA",5.31,5.38,1.52,18.72,55.14,1.45,2.923788,3.11217,4.009841
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005W","1/12/2022",100,110,62.2,"7.29",2.04,0.8,1.86,7.63,31.81,-0.32,2.407108,2.262751,3.459884
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005X","1/12/2022",110,120,54.6,"NA",5.87,7.46,3.62,20.44,54.6,0.02,3.150456,3.125296,4.000021
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005Y","1/12/2022",120,130,55.8,"6.51",0.92,0.23,1.12,6.59,38.13,1.26,2.15978,2.317101,3.641031
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM005Z","1/12/2022",130,140,56.1,"5.32",-0.22,-0.85,-0.01,4.73,34.44,0.4,1.67127,2.00664,3.539128
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0060","1/12/2022",140,150,55.4,"1.17",-0.19,-0.62,0.12,35.16,27.3,0.04,1.740421,3.624198,3.30681
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0061","1/12/2022",150,160,54.8,"NA",4.89,5.9,1.75,20.01,66.36,-0.47,2.941469,3.083672,4.195137
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0062","1/12/2022",160,170,59.6,"NA",4.77,6.81,2.34,21.33,53.49,0.84,3.011517,3.197566,3.979496
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0063","1/12/2022",170,180,60.6,"NA",4.76,7.01,2.35,22.34,66.91,0.01,3.021344,3.20469,4.20334
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0064","1/12/2022",180,190,54.2,"NA",6.97,7.19,3.72,19.58,56.5,0.23,3.18942,3.09613,4.034233
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","M","landscape position","IECZM0065","1/12/2022",190,200,64.2,"7.13",0.89,0.82,1.89,7.74,45.77,0.54,2.303534,2.358968,3.823599
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM0066","1/12/2022",0,10,82,"3.59",20.08,4.18,16.34,58.46,258.3,7.76,3.850204,4.227066,5.554136
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM0067","1/12/2022",10,20,62.9,"7.29",8.72,2.14,7.88,13.88,226.48,3.68,3.224407,2.988974,5.422647
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM0068","1/12/2022",20,30,56.1,"2.92",6.5,1.31,3.57,41.19,210.39,3.14,2.877848,3.842196,5.348975
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM0069","1/12/2022",30,40,60.5,"7.31",2.86,0.79,2.43,9.72,58.26,3.82,2.524561,2.762511,4.06494
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006A","1/12/2022",40,50,56.1,"5.24",0.14,19.2,1.13,5.25,41.65,0.07,3.290769,2.031099,3.729315
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006B","1/12/2022",50,60,56.7,"1.53",1.67,0.2,1.32,37.3,40.02,1.82,2.261447,3.723844,3.689303
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006C","1/12/2022",60,70,55.4,"6.88",2.82,0.63,1.69,7.35,34.34,1.04,2.446611,2.369667,3.536345
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006D","1/12/2022",70,80,60.6,"7.69",4.74,1.98,3.18,11.26,35.54,0.38,2.791602,2.634524,3.570693
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006E","1/12/2022",80,90,56.8,"6.23",0.52,-0.39,0.61,6.2,26.71,-0.19,1.966389,2.117295,3.285152
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006F","1/12/2022",90,100,55.1,"6.56",2.36,0.62,1.26,7.79,30.15,0.6,2.365286,2.37,3.406071
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006G","1/12/2022",100,110,57.9,"6.24",1.93,0.09,1.13,6.81,27.88,0.9,2.256029,2.303995,3.328056
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006H","1/12/2022",110,120,57.4,"6.8",0.95,0.5,1.36,6.29,25.01,1.9,2.220731,2.350023,3.219343
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006I","1/12/2022",120,130,54.1,"NA",6.42,7.85,4.16,21.58,45.85,-0.37,3.212028,3.157134,3.825365
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006J","1/12/2022",130,140,55.6,"2.88",2.47,0.87,1.41,20.11,34.39,1.55,2.412215,3.176593,3.537714
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006K","1/12/2022",140,150,52,"4.69",-1.02,-1.74,-0.73,4.1,26.29,-2.52,1.072753,1.35697,3.269076
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006L","1/12/2022",150,160,52,"4.58",-0.74,-1.63,-0.71,4.25,28.75,-1.48,1.198771,1.62311,3.358781
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006M","1/12/2022",160,170,50.8,"6.67",2.02,-0.15,1,7.13,45.07,-0.2,2.227377,2.222404,3.808147
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006N","1/12/2022",170,180,55.4,"6.51",2.5,0.3,1.92,7.56,114.17,0.61,2.409475,2.348291,4.73768
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006O","1/12/2022",180,190,50.9,"1.56",1.72,-0.26,1.18,41.73,65.07,1.12,2.201754,3.810156,4.175415
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","R","landscape position","IECZM006P","1/12/2022",190,200,52.4,"6.55",1.61,-0.39,0.72,12.15,39.86,1.32,2.119475,2.757856,3.685479
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006Q","1/12/2022",0,10,80.3,"1.38",15.52,0.32,4.77,50.54,165.83,4.88,3.296168,4.055605,5.110968
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006R","1/12/2022",10,20,85.8,"NA",20.9,13,9.04,30.73,127.93,3.59,3.898604,3.600714,4.851516
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006S","1/12/2022",20,30,79.3,"2.18",6.62,2.64,2.12,38.1,84.07,1.21,2.877777,3.728227,4.431649
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006T","1/12/2022",30,40,64.1,"NA",5.66,6.28,2.68,19.82,68.66,2.14,3.045585,3.18898,4.229138
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006U","1/12/2022",40,50,61.1,"NA",5.24,5.77,1.73,6.95,51.98,0.37,2.951582,2.263707,3.950872
"Yang Yang","University of California, Merced","yangy48@gmail.com","44923","Emma Aronson, Yang Yang","emmaa@ucr.edu; yyang103@ucmerced.edu","CZN_GeoMicro","Enzymes","ID","YES","YES","NO","NO","YES","NO","IGSN","Added profile vars for soil enzyme activity. Expect data to be aligned with corresponding IGSN data table.","V3","CZN",2022-12-29 14:36:43,"LUQ","location","EV","site","T","landscape position","IECZM006V","1/12/2022",50,60,63.6,"NA",5.97,6.76,2.67,7.86,48.44,0.57,3.08184,2.37299,3.880249
